productId,brandName,productName,price,discountRate,currentlyViewing,currentlyBuying,ranking,trending,colors,date,category
4529877,무센트,시그니처 체크 머플러 (34컬러),25260,41,2100,217,1,1,,2024120120,fashion_accessories
4215463,앵브록스,cotton candy muffler_3 colors,25840,32,768,106,2,1,,2024120120,fashion_accessories
4494180,엘엠씨,TEDDY FLUFFY BEANIE brown,24960,36,196,50,3,0,brown,2024120120,fashion_accessories
4513350,비비안 웨스트우드,피나 스몰 바스 릴리프 목걸이 - 플래티늄:크리스탈 / 6302016002P116,167990,56,189,0,4,0,,2024120120,fashion_accessories
4549021,어다울,Shibori hairy soft long muffler - 5color,36550,15,500,64,5,0,,2024120120,fashion_accessories
4474051,마틴콕스,Check muffler 체크머플러 - 9color,17500,56,701,114,6,0,,2024120120,fashion_accessories
4466475,고비,산양자수 금장 캐시미어 머플러,102000,46,95,0,7,0,,2024120120,fashion_accessories
4559233,노스페이스,NE3CQ62A 플리스 이어머프 EX 캡_BLACK,59000,0,118,0,8,0,black,2024120120,fashion_accessories
4550110,락피쉬웨더웨어,WOOLY TWOTONE MUFFLER - 2 colors,33800,20,561,0,9,0,,2024120120,fashion_accessories
4538291,폴로 랄프 로렌,프린지 버진 울 스카프-블랙,159000,0,62,0,10,0,블랙,2024120120,fashion_accessories
4614918,노플라스틱선데이,NFC 네잎클로버 태그미 럭키 키링,16800,20,26,33,11,0,,2024120120,fashion_accessories
4354515,팬시클럽,바니 트루퍼 비니 (IVORY)_F24ZE914,36800,25,178,0,12,0,,2024120120,fashion_accessories
4633344,리끌로우,RC 캐시미어 100% 머플러 31종,57000,62,25,0,13,0,,2024120120,fashion_accessories
4517917,시오르,[무신사 단독컬러] Fingle muffler_3 colors,39660,44,227,0,14,0,,2024120120,fashion_accessories
4465581,베리시,웜시스루 스타킹,17900,46,103,30,15,0,,2024120120,fashion_accessories
4381994,자크뮈스,레샤페 카로 머플러 - 화이트 / 236AC6885087110,190990,56,25,0,16,0,화이트,2024120120,fashion_accessories
4312868,폴로 랄프 로렌,[YACHT CLUB]코튼 치노 볼캡-네이비,62300,30,61,0,17,0,네이비,2024120120,fashion_accessories
4577301,더콜디스트모먼트,TCM starfish mini logo gloves (4 colors),24650,15,207,0,18,0,,2024120120,fashion_accessories
4440732,폴로 랄프 로렌,시그니처 포니 니트 터치 글로브-블랙,79000,0,28,0,19,0,블랙,2024120120,fashion_accessories
4520675,와키윌리,빅 머플러 스카이블루,34200,30,144,0,20,0,블루,2024120120,fashion_accessories
4479876,드로우핏,에센셜 핑거홀 니트 글러브 [3color],23800,15,118,0,21,0,,2024120120,fashion_accessories
