date,product_id,product_name,brand_name,original_price,final_price,discount_rate,trending,sold_count,viewing,purchasing,review_count,review_score,product_url,image_url,rank
202411290537,3833443,캐시팝 트위드 크루넥 니트 (라이트그레이),쿠어,110000,66000,40,0,,159,0,441,98.0,https://www.musinsa.com/products/3833443,https://image.msscdn.net/images/goods_img/20240130/3833443/3833443_17067542250531_500.jpg,90
202411290537,4511946,[홀리데이] 에센셜 스킨 누더 쿠션 (리필포함) - YOUTIFUL MOMENT EDITION,정샘물,45000,38250,15,0,2000.0,195,30,156,98.0,https://www.musinsa.com/products/4511946,https://image.msscdn.net/images/goods_img/20241014/4511946/4511946_17313760214867_500.jpg,91
202411290537,4476487,울리치 트렌치 맥코트_Oatmeal,오로,260000,158000,39,0,,285,0,22,94.0,https://www.musinsa.com/products/4476487,https://image.msscdn.net/images/goods_img/20240930/4476487/4476487_17276752748941_500.jpg,92
202411290537,4324518,하트 칙스 오버핏 라운드 니트,칙스,49000,26981,45,0,2200.0,604,68,54,88.0,https://www.musinsa.com/products/4324518,https://image.msscdn.net/images/goods_img/20240813/4324518/4324518_17289830677743_500.jpg,93
202411290537,4241965,베이직 패쪼_SPJVE4TC01,스파오,49900,38920,22,0,6800.0,298,40,684,98.0,https://www.musinsa.com/products/4241965,https://image.msscdn.net/images/goods_img/20240710/4241965/4241965_17295720190889_500.jpg,94
202411290537,4573427,나일론 베이직 다운,리,199000,99500,50,0,1000.0,249,0,57,96.0,https://www.musinsa.com/products/4573427,https://image.msscdn.net/images/goods_img/20241030/4573427/4573427_17302639155359_500.jpg,95
202411290537,4289228,스피드캣 OG - 블랙:모브 미스트 / 398846-09,푸마,139000,139000,0,0,3800.0,164,0,509,98.0,https://www.musinsa.com/products/4289228,https://image.msscdn.net/images/goods_img/20240801/4289228/4289228_17228430919757_500.jpg,96
202411290537,4280401,DIVISION HOODED DUCK DOWN - BLACK,노매뉴얼,229000,155720,32,0,,208,0,22,96.0,https://www.musinsa.com/products/4280401,https://image.msscdn.net/images/goods_img/20240729/4280401/4280401_17231671605307_500.jpg,97
202411290537,4274045,빈티지 캣워싱 와이드 데님 팬츠 [샌드 블루],리메인세컨드,43500,34800,20,0,18000.0,366,40,1414,94.0,https://www.musinsa.com/products/4274045,https://image.msscdn.net/images/goods_img/20240725/4274045/4274045_17282668099793_500.jpg,98
202411290537,4201382,MARYAM BRUTAL - 649 (a) VIBRAM,킨치,389000,272300,30,0,,55,0,453,98.0,https://www.musinsa.com/products/4201382,https://image.msscdn.net/images/goods_img/20240617/4201382/4201382_17187065193893_500.jpg,99
