productId,date,views,likes,rating,ratingCount,totalSales
4562697,2024120120,5500,13000,5.0,35.0,0
4322112,2024120120,9100,200000,4.8,5.0,0
4512577,2024120120,1700,3900,4.8,5.0,0
4401877,2024120120,5700,290000,5.0,6.0,0
4401675,2024120120,3500,360000,,,0
4276526,2024120120,1600,22000,,,0
4593068,2024120120,3600,21000,,,0
4337389,2024120120,19000,52000,4.9,93.0,1100
4252685,2024120120,60000,110000,4.9,214.0,2400
4230615,2024120120,5300,13000,4.8,132.0,0
4476195,2024120120,20000,15000,4.7,19.0,0
4474380,2024120120,4100,26000,4.9,23.0,0
4240890,2024120120,60000,110000,4.9,264.0,3700
4439075,2024120120,80000,110000,4.9,96.0,2800
4629235,2024120120,200,8800,,,0
4369872,2024120120,9100,19000,4.8,33.0,0
4568146,2024120120,7800,19000,4.8,26.0,0
4501860,2024120120,10000,200000,4.8,15.0,0
4533075,2024120120,10000,19000,4.7,16.0,0
4512936,2024120120,3600,19000,5.0,5.0,0
3966498,2024120120,2200,140000,4.6,215.0,1300
4305615,2024120120,2000,8100,4.9,30.0,0
4549604,2024120120,4400,489,5.0,18.0,0
4337456,2024120120,1300,15000,5.0,1.0,0
4262712,2024120120,2800,110000,4.9,23.0,0
4574813,2024120120,17000,100000,4.9,7.0,0
4373933,2024120120,2900,110000,5.0,9.0,0
4356825,2024120120,4300,850000,4.8,6.0,0
4494663,2024120120,5400,200000,4.9,19.0,0
4124829,2024120120,3100,19000,5.0,218.0,1500
3966499,2024120120,4800,140000,4.8,330.0,2100
4501875,2024120120,4100,200000,5.0,1.0,0
4401384,2024120120,400,14000,4.0,2.0,0
4249497,2024120120,2500,5100,4.9,102.0,0
4501877,2024120120,8700,200000,4.9,23.0,0
4594833,2024120120,7900,19000,5.0,6.0,0
4549007,2024120120,950,489,5.0,3.0,0
4202904,2024120120,5400,13000,5.0,406.0,2500
4474999,2024120120,7600,19000,4.8,5.0,0
4378728,2024120120,8200,18000,4.9,75.0,0
4252679,2024120120,14000,110000,4.9,53.0,0
4393534,2024120120,1400,52000,5.0,3.0,0
4501865,2024120120,8300,200000,5.0,14.0,0
4469930,2024120120,4300,200000,5.0,13.0,0
4340358,2024120120,4800,200000,4.8,16.0,0
4581026,2024120120,3200,16000,,,0
4281380,2024120120,10000,2700,4.4,21.0,0
4387421,2024120120,1800,11000,5.0,5.0,0
4526810,2024120120,4400,18000,5.0,13.0,0
4568227,2024120120,900,19000,5.0,4.0,0
4337555,2024120120,9200,52000,4.9,81.0,0
4221788,2024120120,8200,1800,4.7,6.0,0
4494667,2024120120,15000,200000,4.9,11.0,0
4354455,2024120120,800,16000,5.0,2.0,0
4337455,2024120120,4700,15000,5.0,16.0,0
4401713,2024120120,7400,100000,4.7,9.0,0
