productId,productName,keywords
1596800,네오 플라이트 숏다운 자켓 블랙(UP421CDJO1),"['네오', '플라이트', '숏다운', '자켓']"
1599217,램스울 크루넥 오버 니트 (연차콜),"['램스울', '크루넥', '오버', '니트', '연차콜']"
1611799,우먼즈 캐시미어 블렌드 더블 체스터 롱 코트 [블랙],"['우먼즈', '캐시미어', '블렌드', '더블', '체스터', '롱', '코트', '블랙']"
1615822,로그 오버핏 기모 후드 블랙 YHHD2302,"['로그', '오버핏', '기모', '후드', '블랙']"
1615829,로그 오버핏 기모 후드 그레이 YHHD2302,"['로그', '오버핏', '기모', '후드', '그레이']"
1618207,캐시미어 블렌드 대디 숄더 더블 롱 코트 [블랙],"['캐시미어', '블렌드', '대디', '숄더', '더블', '롱', '코트', '블랙']"
1618313,캐시미어 블렌드 대디 숄더 싱글 롱 코트 [블랙],"['캐시미어', '블렌드', '대디', '숄더', '싱글', '롱', '코트', '블랙']"
1620237,케이블니트 코튼 스웨터 - 블루,"['케이블니트', '코튼', '스웨터', '블루']"
1622068,슈퍼스타 - 화이트:블랙 / EG4958,"['슈퍼스타', '화이트', '블랙']"
1622069,슈퍼스타 - 블랙:화이트 / EG4959,"['슈퍼스타', '블랙', '화이트']"
1627892,레플리카 퍼티그 팬츠 [카키],"['레플리카', '퍼티그', '팬츠', '카키']"
1628418,우먼즈 캐시미어 블렌드 체스터 롱 코트 [블랙],"['우먼즈', '캐시미어', '블렌드', '체스터', '롱', '코트', '블랙']"
1628939,미니멀 크루 넥 니트 [블랙],"['미니멀', '크루', '넥', '니트', '블랙']"
1629081,기모 스웨트 팬츠 [블랙],"['기모', '스웨트', '팬츠', '블랙']"
1629082,기모 스웨트 팬츠 [미디엄 그레이],"['기모', '스웨트', '팬츠', '미디엄', '그레이']"
1629142,미니멀 모크 넥 니트 [블랙],"['미니멀', '모크', '넥', '니트', '블랙']"
1635197,캐시미어 20 오버사이즈 싱글 코트 [블랙],"['캐시미어', '오버사이즈', '싱글', '코트', '블랙']"
1639444,우먼즈 텐셀 슬림 터틀 넥 티셔츠 [크림],"['우먼즈', '텐셀', '슬림', '터틀', '넥', '티셔츠', '크림']"
1639445,우먼즈 텐셀 슬림 터틀 넥 티셔츠 [블랙],"['우먼즈', '텐셀', '슬림', '터틀', '넥', '티셔츠', '블랙']"
1642887,헤비웨이트 오버사이즈 스웨트셔츠 [블랙],"['헤비웨이트', '오버사이즈', '스웨트셔츠', '블랙']"
1642903,헤비웨이트 오버사이즈 후디드 스웨트셔츠 [블랙],"['헤비웨이트', '오버사이즈', '후디드', '스웨트셔츠', '블랙']"
1642904,헤비웨이트 오버사이즈 후디드 스웨트셔츠 [미디엄 그레이],"['헤비웨이트', '오버사이즈', '후디드', '스웨트셔츠', '미디엄', '그레이']"
1643839,[DUCK DOWN] 몬스터 롱 헤비 다운 파카 3 color_SEJP008,"['롱', '헤비', '다운', '파카', '몬스터']"
1647181,BLACK DOUBLE LONG GOOSE DOWN,"['BLACK', 'DOUBLE', 'LONG', 'GOOSE', 'DOWN']"
1648072,구스 다운 푸퍼 숏 패딩 재킷 [블랙],"['구스', '다운', '푸퍼', '숏', '패딩', '재킷', '블랙']"
1666442,와이드 데님 팬츠 [라이트 인디고],"['와이드', '데님', '팬츠', '라이트', '인디고']"
1666443,와이드 데님 팬츠 [크림],"['와이드', '데님', '팬츠', '크림']"
1666444,와이드 데님 팬츠 [워시드 블랙],"['와이드', '데님', '팬츠', '워시드', '블랙']"
1670229,헤비웨이트 속기모 테이퍼드 히든 밴딩 10부 슬랙스 [블랙],"['헤비웨이트', '속기모', '테이퍼드', '히든', '밴딩', '10부', '슬랙스', '블랙']"
1670232,헤비웨이트 속기모 와이드 히든 밴딩 슬랙스 [블랙],"['헤비웨이트', '속기모', '와이드', '히든', '밴딩', '슬랙스', '블랙']"
1670233,헤비웨이트 속기모 와이드 히든 밴딩 슬랙스 [차콜 그레이],"['헤비웨이트', '속기모', '와이드', '히든', '밴딩', '슬랙스', '차콜', '그레이']"
1672471,(기모) 유니섹스 세미 와이드 밴딩 슬랙스 겨울 2PACK,"['기모', '유니섹스', '세미', '와이드', '밴딩', '슬랙스', '겨울']"
1674248,1950s USAF Type MA-1 Flight Jacket KR Ver. Olive,"['USAF', 'Type', 'Flight', 'Jacket', 'KR', 'Olive']"
1684196,유니섹스 프렌치 롱 가운 오버핏 코트 7 COLOR,"['유니섹스', '프렌치', '롱', '가운', '오버핏', '코트', 'COLOR']"
1685307,[3팩]고밀도순면기본반팔티셔츠  MATS0101,"['3팩', '고밀도순면기본반팔티셔츠']"
1699941,오다 메리제인 (104913-NEGRO),"['오다', '메리제인']"
1706633,커스텀핏 옥스포드 셔츠 - 화이트,"['커스텀핏', '옥스포드', '셔츠', '화이트']"
1710327,크루넥 리브 니트 스웨터_블랙,"['크루넥', '리브', '니트', '스웨터', '블랙']"
1717388,(기모) 유니섹스 세미 와이드 밴딩 슬랙스 겨울 그레이 / 블랙,"['기모', '유니섹스', '세미', '와이드', '밴딩', '슬랙스', '겨울', '그레이', '블랙']"
1720813,[WOMEN] 오리지날 플레이 숏 레인부츠 - 블랙 WFS2020RMABLK,"['오리지날', '플레이', '숏', '레인부츠', '블랙']"
1729707,척테일러 올스타 리프트 캔버스 블랙 560845C,"['척테일러', '올스타', '리프트', '캔버스', '블랙']"
1729744,척테일러 올스타 무브 블랙 570256C,"['척테일러', '올스타', '무브', '블랙']"
1735427,[2PACK] 와이드핏 트레이닝 스웨트 팬츠 - 6Color,"['와이드핏', '트레이닝', '스웨트', '팬츠']"
1736085,(Renew Ver.) 와이드 스웨트 팬츠 ( 5Color ) ( 기모선택 ),"['와이드', '스웨트', '팬츠', '기모선택']"
1736562,Deep One Tuck Sweat Pants [White Grey],"['Deep', 'One', 'Tuck', 'Sweat', 'Pants']"
1737897,테이퍼드 롱팬츠-블랙,"['테이퍼드', '롱팬츠', '블랙']"
1762406,XT-6 - 블랙:블랙:팬텀 / L41086600,"['블랙', '블랙', '팬텀']"
1762407,XT-6 - 화이트:화이트:루나 락 / L41252900,"['화이트', '화이트', '루나', '락']"
1769063,Deep One Tuck Sweat Pants [Khaki],"['Deep', 'One', 'Tuck', 'Sweat', 'Pants']"
1778404,2WAY 스웻 후드 집업 (MELANGE GREY),"['스웻', '후드', '집업']"
1786750,51015 KURABO ROCKSTAR JEANS [WIDE STRAIGHT],"['KURABO', 'ROCKSTAR', 'JEANS']"
1804765,헤비웨이트 라운지 스웨트 팬츠 [미디엄 그레이],"['헤비웨이트', '라운지', '스웨트', '팬츠', '미디엄', '그레이']"
1804766,헤비웨이트 라운지 스웨트 팬츠 [블랙],"['헤비웨이트', '라운지', '스웨트', '팬츠', '블랙']"
1816105,Steady Balloon Snap Pants,"['Steady', 'Balloon', 'Snap', 'Pants']"
1817394,[3-PACK]베이직 트래블러 피그먼트 스웨트셔츠,"['트래블러', '피그먼트', '스웨트셔츠']"
1844582,(Renew Ver.) 원턱 와이드 스웨트 팬츠 ( 5Color ) ( 기모선택 ),"['원턱', '와이드', '스웨트', '팬츠', '기모선택']"
1870255,테크 조거팬츠-블랙,"['테크', '조거팬츠', '블랙']"
1875849,링클프리 드레스 셔츠 [화이트],"['링클프리', '드레스', '셔츠', '화이트']"
1890398,베이스먼트 더비 R24M042 (FG 블랙),"['베이스먼트', '더비', '블랙']"
1952910,Forik,['Forik']
2028326,스트레이트 데님 팬츠 [크림],"['스트레이트', '데님', '팬츠', '크림']"
2028327,스트레이트 데님 팬츠 [라이트 인디고],"['스트레이트', '데님', '팬츠', '라이트', '인디고']"
2028328,스트레이트 데님 팬츠 [미디엄 인디고],"['스트레이트', '데님', '팬츠', '미디엄', '인디고']"
2028329,스트레이트 데님 팬츠 [워시드 블랙],"['스트레이트', '데님', '팬츠', '워시드', '블랙']"
2028335,KIPAS 스트레이트 데님 팬츠 [미디엄 인디고],"['KIPAS', '스트레이트', '데님', '팬츠', '미디엄', '인디고']"
2032901,릴렉스드 테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],"['릴렉스드', '테이퍼드', '히든', '밴딩', '크롭', '슬랙스', '블랙']"
2034137,릴렉스 핏 크루 넥 반팔 티셔츠 2팩,"['릴렉스', '핏', '크루', '넥', '반팔', '티셔츠', '2팩']"
2037167,파스텔 푸퍼_SPJPE4TG01,['파스텔']
2043056,[SET] [후드티 OR 맨투맨 선택] CGP 아치 로고 셋업_네이비,"['후드티', 'OR', '맨투맨', '선택', 'CGP', '아치', '로고', '셋업', '네이비']"
2043588,DOODLE LOGO HOODIE - BLACK,"['DOODLE', 'LOGO', 'HOODIE', 'BLACK']"
2049103,1880 PURE CREAM JEANS [WIDE STRAIGHT],"['PURE', 'CREAM', 'JEANS']"
2052956,네로 맨투맨 네이비,"['네로', '맨투맨', '네이비']"
2058188,TAG OG HOODIE - BLACK,"['TAG', 'OG', 'HOODIE', 'BLACK']"
2060719,(기모옵션추가) 와이드 빅포켓 밴딩 카고 팬츠 카키,"['기모옵션추가', '와이드', '빅포켓', '밴딩', '카고', '팬츠', '카키']"
2060743,(기모옵션추가) 이지 와이드 밴딩 슬랙스 블랙,"['기모옵션추가', '이지', '와이드', '밴딩', '슬랙스', '블랙']"
2060759,(기모옵션추가) 와이드 절개 벌룬팬츠 코튼 카키,"['기모옵션추가', '와이드', '절개', '벌룬팬츠', '코튼', '카키']"
2060760,(기모옵션추가) 와이드 절개 벌룬팬츠 코튼 블랙,"['기모옵션추가', '와이드', '절개', '벌룬팬츠', '코튼', '블랙']"
2065703,LAUNDRY SHIRT (WHITE),"['LAUNDRY', 'SHIRT']"
2069525,원 턱 레귤러 핏 치노 팬츠 [베이지],"['원', '턱', '레귤러', '핏', '치노', '팬츠', '베이지']"
2081571,Vintage Long Sleeve Henley Shirt Black,"['Vintage', 'Long', 'Sleeve', 'Henley', 'Shirt', 'Black']"
2085823,프리미어 퓨어 캐시미어 로브 더블 코트 [DARK BROWN],"['프리미어', '퓨어', '캐시미어', '로브', '더블', '코트']"
2086653,레이어드 크루 넥 반팔 티셔츠_일반 기장 [화이트],"['레이어드', '크루', '넥', '반팔', '티셔츠', '일반', '기장', '화이트']"
2091652,케이블니트 코튼 스웨터 - 그레이,"['케이블니트', '코튼', '스웨터', '그레이']"
2091749,WTRD1203 클리프 스퀘어토 4홀 더비슈즈 블랙 [250~290MM],"['클리프', '스퀘어토', '4홀', '더비슈즈', '블랙']"
2092849,(기모옵션추가) 이지 와이드 데님 팬츠 블랙,"['기모옵션추가', '이지', '와이드', '데님', '팬츠', '블랙']"
2092852,(기모옵션추가) 이지 와이드 데님 팬츠 그레이,"['기모옵션추가', '이지', '와이드', '데님', '팬츠', '그레이']"
2093254,465-3 VEGAN LEATHER OVERFIT JACKET_BLACK,"['VEGAN', 'LEATHER', 'OVERFIT']"
2096583,[SET] [후드티 OR 맨투맨 선택] CGP 아치 로고 셋업_다크그레이,"['후드티', 'OR', '맨투맨', '선택', 'CGP', '아치', '로고', '셋업', '다크그레이']"
2098325,프리미어 퓨어 캐시미어 발마칸 코트 [BLACK],"['프리미어', '퓨어', '캐시미어', '발마칸', '코트']"
2098326,프리미어 퓨어 캐시미어 발마칸 코트 [DARK BROWN],"['프리미어', '퓨어', '캐시미어', '발마칸', '코트']"
2101922,플레인 첼시 부츠 [블랙],"['플레인', '첼시', '부츠', '블랙']"
2101924,플레인 더비 슈즈 [블랙],"['플레인', '더비', '슈즈', '블랙']"
2103617,selvedge denim pants indigo,"['selvedge', 'denim', 'pants', 'indigo']"
2104878,엔비엘 로고 후드 (버건디),"['엔비엘', '로고', '후드', '버건디']"
2105452,980G 피그먼트 컷 후드-차콜-,"['피그먼트', '컷', '후드', '차콜']"
2106705,슬레이크 후드 올리브 HHHD3397,"['슬레이크', '후드', '올리브']"
2107114,Turn me On Black - MOD1w,"['Turn', 'me', 'On', 'Black']"
2107115,Black Stardust - MOD1w,"['Black', 'Stardust']"
2108160,베이직 퍼플리스 집업_SPFZE4TC01,"['베이직', '퍼플리스']"
2109937,피치스킨 벌룬오버 후드 - 블랙,"['피치스킨', '벌룬오버', '후드', '블랙']"
2111422,[추가 구매 할인] 반폴라 모크넥 티셔츠,"['추가', '구매', '할인', '반폴라', '모크넥', '티셔츠']"
2112059,원턱 와이드 스웨트팬츠 그레이,"['원턱', '와이드', '스웨트팬츠', '그레이']"
2112061,원턱 와이드 스웨트팬츠 블랙,"['원턱', '와이드', '스웨트팬츠', '블랙']"
2114445,6인치 목토 875 - 오로 레거시,"['6인치', '목토', '오로', '레거시']"
2114452,아이언 레인저 8111 - 앰버 하니스,"['아이언', '레인저', '앰버', '하니스']"
2114455,아이언 레인저 8083 - 호손 뮬스키너,"['아이언', '레인저', '호손', '뮬스키너']"
2116344,쉽스킨 스웨이드 슬리퍼 (스커페트 II) W - 체스넛 / 1106872CHE,"['쉽스킨', '스웨이드', '슬리퍼', '스커페트', 'W', '체스넛']"
2116411,캐시미어 블렌드 오버사이즈 발마칸 코트 [블랙],"['캐시미어', '블렌드', '오버사이즈', '발마칸', '코트', '블랙']"
2116450,헤비웨이트 속기모 리얼 와이드 히든 밴딩 슬랙스 [블랙],"['헤비웨이트', '속기모', '리얼', '와이드', '히든', '밴딩', '슬랙스', '블랙']"
2117266,우먼즈 헤비웨이트 속기모 스트레이트 히든 밴딩 슬랙스 [블랙],"['우먼즈', '헤비웨이트', '속기모', '스트레이트', '히든', '밴딩', '슬랙스', '블랙']"
2117272,우먼즈 헤비웨이트 속기모 와이드 히든 밴딩 슬랙스 [블랙],"['우먼즈', '헤비웨이트', '속기모', '와이드', '히든', '밴딩', '슬랙스', '블랙']"
2119984,와이드 밴딩 치노 팬츠 [BEIGE],"['와이드', '밴딩', '치노', '팬츠']"
2122566,레이어드 크루 넥 반팔 티셔츠_일반 기장 2팩,"['레이어드', '크루', '넥', '반팔', '티셔츠', '일반', '기장', '2팩']"
2124214,우먼즈 캐시미어 블렌드 핸드메이드 발마칸 로브 코트 [블랙],"['우먼즈', '캐시미어', '블렌드', '핸드메이드', '발마칸', '로브', '코트', '블랙']"
2124221,헤비웨이트 속기모 테이퍼드 히든 밴딩 10부 슬랙스 [미디엄 그레이],"['헤비웨이트', '속기모', '테이퍼드', '히든', '밴딩', '10부', '슬랙스', '미디엄', '그레이']"
2124222,헤비웨이트 속기모 테이퍼드 히든 밴딩 10부 슬랙스 [다크 그레이],"['헤비웨이트', '속기모', '테이퍼드', '히든', '밴딩', '10부', '슬랙스', '다크', '그레이']"
2124226,헤비웨이트 속기모 와이드 히든 밴딩 슬랙스 [미디엄 그레이],"['헤비웨이트', '속기모', '와이드', '히든', '밴딩', '슬랙스', '미디엄', '그레이']"
2139011,465-1 비건 레더 오버핏 자켓,"['비건', '레더', '오버핏', '자켓']"
2139133,[드로우핏X깡스타일리스트] 모크넥 니트 티셔츠 SET,"['드로우핏X깡스타일리스트', '모크넥', '니트', '티셔츠', 'SET']"
2139704,소프트 필링 세미오버 라운드 니트 블랙,"['소프트', '필링', '세미오버', '라운드', '니트', '블랙']"
2139775,소프트 필링 세미오버 라운드 니트 초코브라운,"['소프트', '필링', '세미오버', '라운드', '니트', '초코브라운']"
2144379,[SET] 로럴골든 후드티 조거팬츠 셋업_(8color),"['로럴골든', '후드티', '조거팬츠']"
2145571,램스킨 다운 푸퍼 숏 패딩 재킷,"['램스킨', '다운', '푸퍼', '숏', '패딩', '재킷']"
2145689,3M신슐레이트 트래블러 퀼팅자켓 FPJ201 / 6color,"['트래블러', '퀼팅자켓']"
2149254,베이식 긴팔 티셔츠 2팩,"['베이식', '긴팔', '티셔츠', '2팩']"
