productId,keywords
4496913,"kitty,tag,hoodie,oatmeal"
3727680,"set,thunder,브러쉬드,니트,2pack"
4319449,"boucle,classic,logo,sweater,dark,pink"
2091652,"케이블니트,코튼,스웨터,그레이"
3856743,"시티보이,빅,오버핏,빅사이즈,옥스포드,셔츠,4,color"
4319449,"boucle,classic,logo,sweater,dark,pink"
2723764,"하찌,카라,투웨이,집업,니트,6,color"
4329587,"5574,헤어리,브이넥,니트,아이보리"
1710327,"크루넥,리브,니트,스웨터블랙"
1710327,"크루넥,리브,니트,스웨터블랙"
4361219,"980g,피그먼트,맨투맨워시드,블랙"
2091652,"케이블니트,코튼,스웨터,그레이"
2091652,"케이블니트,코튼,스웨터,그레이"
4427040,"노라,투웨이,버튼,가디건,forest"
1875849,"링클프리,드레스,셔츠,화이트"
4597373,"소프트,이중직,반폴라,니트,블랙"
2419002,"miller,knit,sweater,burnt,orange"
996177,"릴렉스,핏,크루,넥,반팔,티셔츠,화이트"
3656142,"comfy케이블세미오버핏니트,7color,mykt71a3"
4361219,"980g,피그먼트,맨투맨워시드,블랙"
4265253,"plan,half,zipup,sweatshirt,black"
3777727,"cashmere,wool,crewneck,knit,light,grey"
2837412,"소프트,울,오버핏,풀오버,라운드,니트,7컬러"
2785403,"xtk036,알렌,스트라이프,모헤어,니트,blackgray"
1642887,"헤비웨이트,오버사이즈,스웨트셔츠,블랙"
4329587,"5574,헤어리,브이넥,니트,아이보리"
4361219,"980g,피그먼트,맨투맨워시드,블랙"
1875849,"링클프리,드레스,셔츠,화이트"
3650001,"릴리,부클,니트,스웨터차콜"
1710327,"크루넥,리브,니트,스웨터블랙"
