productId,date,brandName,productName,colors,ranking,price,discountRate,totalSales,category,views,likes,rating,ratingCount,conversionRate,originalPrice,season
4480309,2024-12-02T20:00:00.000Z,라퍼지스토어,울 자카드 후드 더플 니트_3COLOR,,9,54000,45,7200,clothes_top,560000,45916,4.7,209,0.012857142857142857,98181.81818181818,winter
3669072,2024-12-03T20:00:00.000Z,브론슨,[2PACK] Tompkins® Loopwheeled Tubular Tee,,10,51600,40,5500,clothes_top,110000,3925,4.9,201,0.05,86000.0,winter
3669072,2024-12-02T20:00:00.000Z,브론슨,[2PACK] Tompkins® Loopwheeled Tubular Tee,,10,51600,40,5300,clothes_top,110000,3816,4.9,170,0.04818181818181818,86000.0,winter
4480309,2024-12-04T20:00:00.000Z,라퍼지스토어,울 자카드 후드 더플 니트_3COLOR,,10,54000,45,8200,clothes_top,590000,47919,4.7,231,0.013898305084745762,98181.81818181818,winter
4285909,2024-12-04T20:00:00.000Z,언탭트 스튜디오,오버핏 케이블 라운드 니트 5COLOR,,11,24900,50,25000,clothes_top,490000,38111,4.8,1263,0.05102040816326531,49800.0,winter
4285909,2024-12-02T20:00:00.000Z,언탭트 스튜디오,오버핏 케이블 라운드 니트 5COLOR,,11,24900,50,23000,clothes_top,460000,36221,4.8,1183,0.05,49800.0,winter
4421530,2024-12-03T20:00:00.000Z,디미트리블랙,에센셜 헤어리 라운드 니트_차콜 그레이,그레이 | 차콜,11,22900,58,8600,clothes_top,420000,17625,4.9,200,0.020476190476190478,54523.80952380952,winter
4421530,2024-12-02T20:00:00.000Z,디미트리블랙,에센셜 헤어리 라운드 니트_차콜 그레이,그레이 | 차콜,12,22900,58,7800,clothes_top,380000,16853,4.9,176,0.020526315789473684,54523.80952380952,winter
4285909,2024-12-03T20:00:00.000Z,언탭트 스튜디오,오버핏 케이블 라운드 니트 5COLOR,,12,24900,50,24000,clothes_top,470000,37025,4.8,1220,0.05106382978723404,49800.0,winter
3669072,2024-12-04T20:00:00.000Z,브론슨,[2PACK] Tompkins® Loopwheeled Tubular Tee,,12,51600,40,5600,clothes_top,120000,4040,4.9,243,0.04666666666666667,86000.0,winter
1817394,2024-12-04T20:00:00.000Z,트래블,[3-PACK]베이직 트래블러 피그먼트 스웨트셔츠,,13,39900,73,70000,clothes_top,160000,78335,4.7,10778,0.4375,147777.77777777778,winter
1817394,2024-12-03T20:00:00.000Z,트래블,[3-PACK]베이직 트래블러 피그먼트 스웨트셔츠,,13,39900,73,69000,clothes_top,150000,78091,4.7,10757,0.46,147777.77777777778,winter
1817394,2024-12-02T20:00:00.000Z,트래블,[3-PACK]베이직 트래블러 피그먼트 스웨트셔츠,,13,39900,73,69000,clothes_top,140000,77878,4.7,10744,0.4928571428571429,147777.77777777778,winter
3640947,2024-12-04T20:00:00.000Z,트릴리온,워셔블 아란 케이블 후드 집업 니트 (IVORY),,14,39000,43,24000,clothes_top,190000,74914,4.8,3803,0.12631578947368421,68421.05263157895,winter
3640947,2024-12-03T20:00:00.000Z,트릴리온,워셔블 아란 케이블 후드 집업 니트 (IVORY),,14,39000,43,23000,clothes_top,190000,74609,4.8,3792,0.12105263157894737,68421.05263157895,winter
3495320,2024-12-02T20:00:00.000Z,수아레,[SET] 스테디 니트 세트,,14,58900,35,24000,clothes_top,110000,22351,4.9,7353,0.21818181818181817,90615.38461538461,winter
3640947,2024-12-02T20:00:00.000Z,트릴리온,워셔블 아란 케이블 후드 집업 니트 (IVORY),,15,39000,43,23000,clothes_top,180000,74287,4.8,3775,0.12777777777777777,68421.05263157895,winter
3791891,2024-12-04T20:00:00.000Z,필루미네이트,오버핏 포레스트 체크 셔츠-블랙,블랙,15,19900,63,50000,clothes_top,120000,78683,4.8,11660,0.4166666666666667,53783.78378378379,winter
3495320,2024-12-03T20:00:00.000Z,수아레,[SET] 스테디 니트 세트,,15,58900,35,24000,clothes_top,110000,22383,4.9,7375,0.21818181818181817,90615.38461538461,winter
3495320,2024-12-04T20:00:00.000Z,수아레,[SET] 스테디 니트 세트,,16,51446,43,24000,clothes_top,120000,22423,4.9,7395,0.2,90256.14035087718,winter
4328686,2024-12-03T20:00:00.000Z,트릴리온,헤어리 그래픽 로고 오버핏 자카드 니트 (BLUE),blue,16,27800,47,5700,clothes_top,220000,20394,4.8,185,0.02590909090909091,52452.83018867924,winter
4302685,2024-12-02T20:00:00.000Z,소라노,SORANO Basic Logo HOODIE [4Color],,16,44900,62,20000,clothes_top,200000,52496,4.7,1598,0.1,118157.8947368421,winter
4302685,2024-12-03T20:00:00.000Z,소라노,SORANO Basic Logo HOODIE [4Color],,17,44900,62,20000,clothes_top,210000,52737,4.7,1611,0.09523809523809523,118157.8947368421,winter
4328686,2024-12-04T20:00:00.000Z,트릴리온,헤어리 그래픽 로고 오버핏 자카드 니트 (BLUE),blue,17,27800,47,6200,clothes_top,230000,21006,4.8,193,0.026956521739130435,52452.83018867924,winter
4328686,2024-12-02T20:00:00.000Z,트릴리온,헤어리 그래픽 로고 오버핏 자카드 니트 (BLUE),blue,17,27800,47,5400,clothes_top,200000,19873,4.8,179,0.027,52452.83018867924,winter
4302685,2024-12-04T20:00:00.000Z,소라노,SORANO Basic Logo HOODIE [4Color],,18,44900,62,21000,clothes_top,210000,53076,4.7,1654,0.1,118157.8947368421,winter
1558847,2024-12-03T20:00:00.000Z,수아레,[리뉴얼] 하프 터틀넥 니트 세트,,18,23920,52,150000,clothes_top,70000,60754,4.8,35143,2.142857142857143,49833.333333333336,winter
1558847,2024-12-02T20:00:00.000Z,수아레,[리뉴얼] 하프 터틀넥 니트 세트,,18,23920,52,150000,clothes_top,60000,60672,4.8,35117,2.5,49833.333333333336,winter
3791891,2024-12-03T20:00:00.000Z,필루미네이트,오버핏 포레스트 체크 셔츠-블랙,블랙,19,19900,63,49000,clothes_top,120000,78387,4.8,11566,0.4083333333333333,53783.78378378379,winter
994588,2024-12-04T20:00:00.000Z,필루미네이트,옵티멀 베이직 셔츠-화이트[린넨＆옥스포드 선택],화이트,19,22700,57,73000,clothes_top,100000,75899,4.7,12288,0.73,52790.697674418596,winter
994588,2024-12-02T20:00:00.000Z,필루미네이트,옵티멀 베이직 셔츠-화이트[린넨＆옥스포드 선택],화이트,19,22700,57,72000,clothes_top,90000,75446,4.7,12248,0.8,52790.697674418596,winter
1558847,2024-12-04T20:00:00.000Z,수아레,[리뉴얼] 하프 터틀넥 니트 세트,,20,23920,52,150000,clothes_top,70000,60831,4.8,35167,2.142857142857143,49833.333333333336,winter
994588,2024-12-03T20:00:00.000Z,필루미네이트,옵티멀 베이직 셔츠-화이트[린넨＆옥스포드 선택],화이트,20,22700,57,72000,clothes_top,90000,75639,4.7,12264,0.8,52790.697674418596,winter
3791891,2024-12-02T20:00:00.000Z,필루미네이트,오버핏 포레스트 체크 셔츠-블랙,블랙,20,19900,63,49000,clothes_top,100000,78142,4.8,11500,0.49,53783.78378378379,winter
3539904,2024-12-03T20:00:00.000Z,디미트리블랙,에센셜 헤어리 라운드 니트_라이트 그레이,그레이,21,22900,58,12000,clothes_top,130000,12892,4.9,2019,0.09230769230769231,54523.80952380952,winter
3539904,2024-12-04T20:00:00.000Z,디미트리블랙,에센셜 헤어리 라운드 니트_라이트 그레이,그레이,21,22900,58,12000,clothes_top,140000,13049,4.9,2024,0.08571428571428572,54523.80952380952,winter
3539904,2024-12-02T20:00:00.000Z,디미트리블랙,에센셜 헤어리 라운드 니트_라이트 그레이,그레이,21,22900,58,11000,clothes_top,120000,12738,4.9,2009,0.09166666666666666,54523.80952380952,winter
3640949,2024-12-03T20:00:00.000Z,트릴리온,워셔블 아란 케이블 후드 집업 니트 (CHARCOAL),charcoal,22,38300,44,20000,clothes_top,120000,46625,4.8,2708,0.16666666666666666,68392.85714285713,winter
2684357,2024-12-02T20:00:00.000Z,노매뉴얼,CROPPED HAIRY KNIT - MELANGE,,22,54500,50,9300,clothes_top,160000,30950,4.9,1797,0.058125,109000.0,winter
2684357,2024-12-04T20:00:00.000Z,노매뉴얼,CROPPED HAIRY KNIT - MELANGE,,22,54500,50,9800,clothes_top,170000,31344,4.9,1816,0.05764705882352941,109000.0,winter
3640949,2024-12-02T20:00:00.000Z,트릴리온,워셔블 아란 케이블 후드 집업 니트 (CHARCOAL),charcoal,23,38300,44,19000,clothes_top,110000,46364,4.8,2698,0.17272727272727273,68392.85714285713,winter
2122566,2024-12-04T20:00:00.000Z,무신사 스탠다드,레이어드 크루 넥 반팔 티셔츠_일반 기장 2팩,,23,20190,40,130000,clothes_top,40000,36414,4.9,31421,3.25,33650.0,winter
3546288,2024-12-03T20:00:00.000Z,이코르,클로버  자수 스웨트셔츠_네이비,네이비,23,33800,62,5200,clothes_top,180000,16007,4.9,549,0.028888888888888888,88947.36842105263,winter
2314616,2024-12-02T20:00:00.000Z,토피,에센셜 후드 스웻 셔츠 (MELANGE GREY),grey,24,32650,24,93000,clothes_top,70000,66523,4.8,16467,1.3285714285714285,42960.52631578947,winter
2684357,2024-12-03T20:00:00.000Z,노매뉴얼,CROPPED HAIRY KNIT - MELANGE,,24,54500,50,9500,clothes_top,160000,31162,4.9,1805,0.059375,109000.0,winter
4584154,2024-12-04T20:00:00.000Z,노드유,소프트 헨리넥 라운드 긴팔 니트 [베이지],,24,24900,51,4200,clothes_top,90000,4623,4.9,115,0.04666666666666667,50816.32653061225,winter
2122566,2024-12-03T20:00:00.000Z,무신사 스탠다드,레이어드 크루 넥 반팔 티셔츠_일반 기장 2팩,,25,20190,40,130000,clothes_top,40000,36318,4.9,31366,3.25,33650.0,winter
3546288,2024-12-02T20:00:00.000Z,이코르,클로버  자수 스웨트셔츠_네이비,네이비,25,33800,62,4900,clothes_top,180000,15731,4.9,535,0.02722222222222222,88947.36842105263,winter
3640949,2024-12-04T20:00:00.000Z,트릴리온,워셔블 아란 케이블 후드 집업 니트 (CHARCOAL),charcoal,25,38300,44,20000,clothes_top,120000,46864,4.8,2721,0.16666666666666666,68392.85714285713,winter
2139775,2024-12-03T20:00:00.000Z,미니멀코드,소프트 필링 세미오버 라운드 니트 초코브라운,브라운,26,29500,50,31000,clothes_top,130000,40619,4.8,5390,0.23846153846153847,59000.0,winter
2139775,2024-12-02T20:00:00.000Z,미니멀코드,소프트 필링 세미오버 라운드 니트 초코브라운,브라운,26,29500,50,31000,clothes_top,130000,40435,4.8,5367,0.23846153846153847,59000.0,winter
3066189,2024-12-04T20:00:00.000Z,엘엠씨,AEROCOOL LONG SLV TEE 2PACK,,26,25900,62,11000,clothes_top,90000,13486,4.8,1616,0.12222222222222222,68157.8947368421,winter
3546288,2024-12-04T20:00:00.000Z,이코르,클로버  자수 스웨트셔츠_네이비,네이비,27,33800,62,5600,clothes_top,180000,16367,4.9,561,0.03111111111111111,88947.36842105263,winter
2314616,2024-12-03T20:00:00.000Z,토피,에센셜 후드 스웻 셔츠 (MELANGE GREY),grey,27,32650,24,94000,clothes_top,70000,66535,4.8,16478,1.3428571428571427,42960.52631578947,winter
2122566,2024-12-02T20:00:00.000Z,무신사 스탠다드,레이어드 크루 넥 반팔 티셔츠_일반 기장 2팩,,27,20190,40,130000,clothes_top,30000,36254,4.9,31316,4.333333333333333,33650.0,winter
2139775,2024-12-04T20:00:00.000Z,미니멀코드,소프트 필링 세미오버 라운드 니트 초코브라운,브라운,28,29500,50,31000,clothes_top,140000,40902,4.8,5426,0.22142857142857142,59000.0,winter
1208839,2024-12-03T20:00:00.000Z,그루브라임,"[2PACK] 유니)C/P기모쭈리 - LOCATION 맨투맨(세미오버핏)(15COLOR)[LRAWCTM704M/712M, 304M, GMT501H43]",,28,27100,77,110000,clothes_top,70000,57101,4.8,20293,1.5714285714285714,117826.08695652174,winter
2990274,2024-12-02T20:00:00.000Z,1989스탠다드,SMALL CENTER 맨투맨 (STMSTD-0015),,28,23400,61,42000,clothes_top,170000,31601,4.8,4262,0.24705882352941178,60000.0,winter
1208839,2024-12-02T20:00:00.000Z,그루브라임,"[2PACK] 유니)C/P기모쭈리 - LOCATION 맨투맨(세미오버핏)(15COLOR)[LRAWCTM704M/712M, 304M, GMT501H43]",,29,27100,77,110000,clothes_top,60000,56998,4.8,20306,1.8333333333333333,117826.08695652174,winter
3012570,2024-12-04T20:00:00.000Z,트래블,워크샵 디비전 피그먼트 후드티 블랙 차콜,블랙 | 차콜,29,29900,62,26000,clothes_top,80000,61823,4.8,4395,0.325,78684.21052631579,winter
2990463,2024-12-03T20:00:00.000Z,1989스탠다드,SMALL CENTER 후드 (STHSTD-0015),,29,24700,67,19000,clothes_top,110000,21359,4.8,1941,0.17272727272727273,74848.48484848486,winter
1208839,2024-12-04T20:00:00.000Z,그루브라임,"[2PACK] 유니)C/P기모쭈리 - LOCATION 맨투맨(세미오버핏)(15COLOR)[LRAWCTM704M/712M, 304M, GMT501H43]",,30,27100,77,110000,clothes_top,70000,57195,4.8,20315,1.5714285714285714,117826.08695652174,winter
3533480,2024-12-02T20:00:00.000Z,에즈카톤,스페이스 헤비코튼 후드 버건디 KMHD6723,,30,43800,30,36000,clothes_top,80000,76861,4.8,5366,0.45,62571.42857142857,winter
2990274,2024-12-03T20:00:00.000Z,1989스탠다드,SMALL CENTER 맨투맨 (STMSTD-0015),,30,23400,61,42000,clothes_top,170000,31778,4.8,4280,0.24705882352941178,60000.0,winter
4324518,2024-12-03T20:00:00.000Z,칙스,하트 칙스 오버핏 라운드 니트,,31,26981,45,4100,clothes_top,160000,15659,4.4,66,0.025625,49056.36363636363,winter
2314616,2024-12-04T20:00:00.000Z,토피,에센셜 후드 스웻 셔츠 (MELANGE GREY),grey,31,32650,24,94000,clothes_top,70000,66583,4.8,16494,1.3428571428571427,42960.52631578947,winter
2990463,2024-12-02T20:00:00.000Z,1989스탠다드,SMALL CENTER 후드 (STHSTD-0015),,31,24700,67,19000,clothes_top,100000,21167,4.8,1929,0.19,74848.48484848486,winter
947067,2024-12-02T20:00:00.000Z,무신사 스탠다드,스웨트셔츠 [블랙],블랙,32,29900,0,140000,clothes_top,90000,38875,4.8,27907,1.5555555555555556,29900.0,winter
3533480,2024-12-03T20:00:00.000Z,에즈카톤,스페이스 헤비코튼 후드 버건디 KMHD6723,,32,43800,30,36000,clothes_top,80000,76929,4.8,5384,0.45,62571.42857142857,winter
2990463,2024-12-04T20:00:00.000Z,1989스탠다드,SMALL CENTER 후드 (STHSTD-0015),,32,24700,67,20000,clothes_top,120000,21574,4.8,1959,0.16666666666666666,74848.48484848486,winter
2722805,2024-12-02T20:00:00.000Z,브라운브레스,TAG OG HOODIE - BURGUNDY,,33,80100,10,27000,clothes_top,80000,61907,4.8,4373,0.3375,89000.0,winter
4324518,2024-12-04T20:00:00.000Z,칙스,하트 칙스 오버핏 라운드 니트,,33,26981,45,4600,clothes_top,170000,16430,4.4,67,0.027058823529411764,49056.36363636363,winter
3012570,2024-12-03T20:00:00.000Z,트래블,워크샵 디비전 피그먼트 후드티 블랙 차콜,블랙 | 차콜,33,29900,62,26000,clothes_top,70000,61648,4.8,4372,0.37142857142857144,78684.21052631579,winter
4584154,2024-12-03T20:00:00.000Z,노드유,소프트 헨리넥 라운드 긴팔 니트 [베이지],,34,24900,51,3500,clothes_top,80000,4294,4.9,108,0.04375,50816.32653061225,winter
3533480,2024-12-04T20:00:00.000Z,에즈카톤,스페이스 헤비코튼 후드 버건디 KMHD6723,,34,43800,30,36000,clothes_top,80000,77004,4.8,5398,0.45,62571.42857142857,winter
3012570,2024-12-02T20:00:00.000Z,트래블,워크샵 디비전 피그먼트 후드티 블랙 차콜,블랙 | 차콜,34,29900,62,26000,clothes_top,70000,61397,4.8,4359,0.37142857142857144,78684.21052631579,winter
4324518,2024-12-02T20:00:00.000Z,칙스,하트 칙스 오버핏 라운드 니트,,35,26981,45,3700,clothes_top,150000,15190,4.4,65,0.024666666666666667,49056.36363636363,winter
947067,2024-12-03T20:00:00.000Z,무신사 스탠다드,스웨트셔츠 [블랙],블랙,35,29900,0,140000,clothes_top,90000,38869,4.8,27934,1.5555555555555556,29900.0,winter
3475395,2024-12-04T20:00:00.000Z,웬즈데이오아시스,[기모버전추가]시그니처 오버핏 맨투맨(4col),,35,21930,57,31000,clothes_top,190000,31914,4.8,3308,0.1631578947368421,50999.99999999999,winter
2990274,2024-12-04T20:00:00.000Z,1989스탠다드,SMALL CENTER 맨투맨 (STMSTD-0015),,36,23400,61,42000,clothes_top,180000,31967,4.8,4304,0.23333333333333334,60000.0,winter
4288950,2024-12-03T20:00:00.000Z,디미트리블랙,[기모선택] ASI 포시즌 에센셜 피그먼트 후드 티셔츠_차콜,차콜,36,27900,37,7000,clothes_top,110000,15883,4.8,516,0.06363636363636363,44285.71428571428,winter
4288950,2024-12-02T20:00:00.000Z,디미트리블랙,[기모선택] ASI 포시즌 에센셜 피그먼트 후드 티셔츠_차콜,차콜,36,27900,37,6700,clothes_top,110000,15722,4.8,505,0.060909090909090906,44285.71428571428,winter
2226767,2024-12-04T20:00:00.000Z,드로우핏,오버사이즈 집업 카라 터틀넥 니트 [5color],,37,43000,43,38000,clothes_top,50000,46831,4.8,9718,0.76,75438.59649122806,winter
3066189,2024-12-02T20:00:00.000Z,엘엠씨,AEROCOOL LONG SLV TEE 2PACK,,37,25900,62,10000,clothes_top,80000,13232,4.8,1577,0.125,68157.8947368421,winter
3475395,2024-12-03T20:00:00.000Z,웬즈데이오아시스,[기모버전추가]시그니처 오버핏 맨투맨(4col),,37,21930,57,29000,clothes_top,180000,31451,4.8,3284,0.16111111111111112,50999.99999999999,winter
2338457,2024-12-04T20:00:00.000Z,비터셀즈,하트 벌룬 스웻 셔츠-3 Colors,,38,29680,47,19000,clothes_top,100000,53639,4.8,4034,0.19,56000.0,winter
2722805,2024-12-03T20:00:00.000Z,브라운브레스,TAG OG HOODIE - BURGUNDY,,38,80100,10,27000,clothes_top,80000,61928,4.8,4377,0.3375,89000.0,winter
3475395,2024-12-02T20:00:00.000Z,웬즈데이오아시스,[기모버전추가]시그니처 오버핏 맨투맨(4col),,38,21930,57,28000,clothes_top,170000,31039,4.8,3261,0.16470588235294117,50999.99999999999,winter
404474,2024-12-02T20:00:00.000Z,브렌슨,(Renew Ver.) 베이직 긴팔티셔츠 4종 ( 5Color ),,39,14900,40,260000,clothes_top,140000,96225,4.7,52793,1.8571428571428572,24833.333333333336,winter
404474,2024-12-03T20:00:00.000Z,브렌슨,(Renew Ver.) 베이직 긴팔티셔츠 4종 ( 5Color ),,39,14900,40,260000,clothes_top,150000,96369,4.7,52827,1.7333333333333334,24833.333333333336,winter
947067,2024-12-04T20:00:00.000Z,무신사 스탠다드,스웨트셔츠 [블랙],블랙,39,26890,10,140000,clothes_top,90000,38863,4.8,27975,1.5555555555555556,29877.777777777777,winter
4328682,2024-12-02T20:00:00.000Z,트릴리온,헤어리 그래픽 로고 오버핏 자카드 니트 (GREEN),green,40,35700,31,3300,clothes_top,120000,10469,4.8,151,0.0275,51739.130434782615,winter
2338457,2024-12-03T20:00:00.000Z,비터셀즈,하트 벌룬 스웻 셔츠-3 Colors,,40,29680,47,19000,clothes_top,100000,53480,4.8,4016,0.19,56000.0,winter
4288950,2024-12-04T20:00:00.000Z,디미트리블랙,[기모선택] ASI 포시즌 에센셜 피그먼트 후드 티셔츠_차콜,차콜,40,27900,37,7200,clothes_top,110000,16016,4.8,532,0.06545454545454546,44285.71428571428,winter
2226767,2024-12-03T20:00:00.000Z,드로우핏,오버사이즈 집업 카라 터틀넥 니트 [5color],,41,43000,43,38000,clothes_top,50000,46744,4.8,9711,0.76,75438.59649122806,winter
2684358,2024-12-02T20:00:00.000Z,노매뉴얼,CROPPED HAIRY KNIT - GRASS GREEN,green,41,54500,50,19000,clothes_top,100000,47482,4.9,5174,0.19,109000.0,winter
3050501,2024-12-04T20:00:00.000Z,제이엘브,[2pack] 루즈핏 롱슬리브,,41,34000,73,17000,clothes_top,50000,9673,4.9,2652,0.34,125925.92592592591,winter
4328682,2024-12-04T20:00:00.000Z,트릴리온,헤어리 그래픽 로고 오버핏 자카드 니트 (GREEN),green,42,27900,46,3700,clothes_top,130000,10731,4.8,156,0.02846153846153846,51666.666666666664,winter
4328682,2024-12-03T20:00:00.000Z,트릴리온,헤어리 그래픽 로고 오버핏 자카드 니트 (GREEN),green,42,35700,31,3400,clothes_top,120000,10584,4.8,154,0.028333333333333332,51739.130434782615,winter
2226767,2024-12-02T20:00:00.000Z,드로우핏,오버사이즈 집업 카라 터틀넥 니트 [5color],,42,43000,43,37000,clothes_top,40000,46636,4.9,9707,0.925,75438.59649122806,winter
3050501,2024-12-02T20:00:00.000Z,제이엘브,[2pack] 루즈핏 롱슬리브,,43,34000,73,16000,clothes_top,50000,9555,4.9,2607,0.32,125925.92592592591,winter
3050501,2024-12-03T20:00:00.000Z,제이엘브,[2pack] 루즈핏 롱슬리브,,43,34000,73,16000,clothes_top,50000,9625,4.9,2631,0.32,125925.92592592591,winter
404474,2024-12-04T20:00:00.000Z,브렌슨,(Renew Ver.) 베이직 긴팔티셔츠 4종 ( 5Color ),,43,14900,40,260000,clothes_top,150000,96502,4.7,52874,1.7333333333333334,24833.333333333336,winter
2684358,2024-12-03T20:00:00.000Z,노매뉴얼,CROPPED HAIRY KNIT - GRASS GREEN,green,44,54500,50,19000,clothes_top,110000,47563,4.9,5178,0.17272727272727273,109000.0,winter
2058188,2024-12-02T20:00:00.000Z,브라운브레스,TAG OG HOODIE - BLACK,black,44,80100,10,52000,clothes_top,60000,74618,4.9,9870,0.8666666666666667,89000.0,winter
2684358,2024-12-04T20:00:00.000Z,노매뉴얼,CROPPED HAIRY KNIT - GRASS GREEN,green,44,54500,50,19000,clothes_top,110000,47653,4.9,5186,0.17272727272727273,109000.0,winter
2722805,2024-12-04T20:00:00.000Z,브라운브레스,TAG OG HOODIE - BURGUNDY,,45,80100,10,28000,clothes_top,80000,61954,4.8,4394,0.35,89000.0,winter
2194649,2024-12-03T20:00:00.000Z,굿라이프웍스,카라 케이블 니트 집업 블랙,블랙,45,39800,47,42000,clothes_top,70000,75075,4.8,7468,0.6,75094.3396226415,winter
2338457,2024-12-02T20:00:00.000Z,비터셀즈,하트 벌룬 스웻 셔츠-3 Colors,,45,29680,47,19000,clothes_top,90000,53267,4.8,4004,0.2111111111111111,56000.0,winter
