ProductID,Date,Views,Likes,Rating,TotalSales
4349548,20241128,140000,28000,4.9,12000.0
4509977,20241128,260000,11000,4.8,12000.0
4326536,20241128,320000,110000,4.8,10000.0
3669072,20241128,90000,38000,5,4400.0
4421530,20241128,270000,110000,4.8,5900.0
4480309,20241128,460000,360000,4.6,5800.0
4285909,20241128,400000,66000,4.8,19000.0
4606772,20241128,14000,840000,5,
4328686,20241128,130000,160000,4.8,3900.0
3833441,20241128,30000,150000,4.9,1000.0
