ProductID,Date,Views,Likes,Rating,TotalSales
4274049,20241128,390000,98000,4.8,17000.0
4483613,20241128,70000,120000,4.9,1400.0
4308187,20241128,120000,110000,4.9,5900.0
4164429,20241128,180000,66000,4.8,11000.0
4293047,20241128,120000,120000,4.8,3900.0
4300655,20241128,20000,100000,4.9,
4398163,20241128,50000,170000,4.9,1300.0
4431870,20241128,30000,17000,4.8,
4241658,20241128,30000,66000,4.8,
4358823,20241128,60000,130000,4.9,2500.0
