ProductID,Date,Views,Likes,Rating,TotalSales
4128817,20241128,240000,46000,4.9,30000.0
4414695,20241128,20000,660000,4.8,
4291539,20241128,3600,25000,5,
4361399,20241128,7600,130000,5,
4142734,20241128,15000,130000,4.9,
4436643,20241128,20000,130000,4.9,
4382025,20241128,20000,39000,4.9,
4468733,20241128,850,11000,,
4414696,20241128,11000,660000,4.5,
4361398,20241128,16000,130000,,
