ProductID,Date,Views,Likes,Rating,TotalSales
4270193,20241128,80000,18000,4.9,6200.0
4437931,20241128,8200,46,4.7,1200.0
4187469,20241128,50000,3700,4.9,13000.0
4268814,20241128,60000,12000,4.9,9600.0
4558266,20241128,20000,5000,5,2600.0
4187568,20241128,30000,3700,4.9,11000.0
4629918,20241128,8300,65000,5,
4564862,20241128,20000,41,4.8,1300.0
4199149,20241128,20000,28000,4.8,4900.0
4566395,20241128,9400,29000,4.9,1400.0
