ProductID,Date,Views,Likes,Rating,TotalSales
4630678,20241128,1900.0,50,,
4598476,20241128,15000.0,21000,4.8,
4632574,20241128,3300.0,21000,,
4598467,20241128,10000.0,21000,5,
4594516,20241128,150.0,2200,,
4597205,20241128,450.0,68,,
4173442,20241128,300.0,198,5,
4368781,20241128,950.0,8600,5,
4586768,20241128,10000.0,18,,3300.0
4425681,20241128,,292,,
